Statement,Label
The House of Representatives has never passed a resolution of disapproval to condemn a member's behavior.,TRUE
"We are younger than our competitors, and this is entirely because of immigration.",TRUE
Recent international reports show the United States near the bottom among industrialized nations for k-12 academic achievement.,TRUE
"Says 24 million people in this country cant find a full-time job, 50 million cant see a doctor when theyre sick, 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",TRUE
"The policy mistakes that ... the Clintons made got us, in large degree, to the situation that we are in today with mass incarceration.",TRUE
Says he raised average family income by 50 percent during his tenure as Arkansas governor.,FALSE
They tried to give us $400 million to build a high-speed train that goes 39 miles an hour.,TRUE
"Says the CBO estimates that fully extending the Bush tax cuts would add 600,000-1.4 million jobs in 2011 and 900,000-2.7 million jobs in 2012.",TRUE
President Reagan did it (raised the debt ceiling) 18 times. George W. Bush did it seven times.,TRUE
"According to David Cay Johnston, the average American pays about 22 percent of their income to federal taxes. The richest 400 Americans pay about 16 percent of their income to federal taxes.",TRUE
"Most young Americans right now, theyre not covered by health insurance.",FALSE
"In 1952, the corporate income tax accounted for 33 percent of all federal tax revenue. Today, despite record-breaking profits, corporate taxes bring in less than 9 percent.",TRUE
"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",TRUE
Says two-thirds of groups targeted for IRS scrutiny were not conservative.,FALSE
"In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And thats where they first established relationships with the young Vladimir Putin.",FALSE
"Last week the Texas State Board of Education (SBOE), led by Rick Perrys appointee, voted to remove Thomas Jefferson from social studies textbook standards. Thats right. Thomas Jefferson... was deleted from a list of historical figures who inspired political change.",TRUE
"As a U.S. senator with salary and perks, ‪#Bernie‬ is in the top 1 percent, but still paid only 13 percent in taxes last year.",FALSE
"You know we can't just pull out now... The truth of the matter is: If we started today, it would take one year, one year to get 160,000 troops physically out of Iraq, logistically.",TRUE
"From 2013-2015, the richest 14 Americans increased their net wealth by more than $157 billion, yet the Republican budget would not require these Americans to contribute one penny to deficit reduction.",TRUE
"Says that while Foster was mayor, Rick Kriseman was ineffective in the Florida House of Representatives because there was no legislation that passed the House that had (Krisemans) name on it.",TRUE
Says Texas routinely gets a lot more federal spending than it pays in taxes.,TRUE
Cell phone numbers go public this month.,FALSE
Says it has offered $12 million in savings through 2011 and $184 million in savings over the next 25 years in contract negotiations with the City of Milwaukee.,FALSE
Clackamas County Commissioners approved a re-negotiated agreement to lower the countys contribution to TriMets Portland-Milwaukie Light Rail project to $19.9 million from $25 million.,FALSE
Says Texas has 11 different felonies you can commit with an oyster.,TRUE
The Obama administration is unwinding our nations welfare-to-work requirements.,FALSE
"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",TRUE
The Redskins Training Camp deal generated $40 million in new private investment in the city.,TRUE
The GOP budget plan would cut nearly a million jobs.,TRUE
There are more people living in this country who were not born here than at anytime in the history of the country.,TRUE
Says Hillary Clinton defended Syrias President Assad as a possible reformer at the start of that countrys civil war.,TRUE
"The Postal Services financial losses result from a 2006 law that drains $5 billion a year from post office revenue, while the Postal Service is forced to overpay billions more into federal accounts.",TRUE
As many as six federal department budget bills have been delayed because of opposition to amendments that would ban Confederate battle flag sales at federal building gift shops.,TRUE
"Shes voted for 60 tax increases, hurting the middle class and small businesses.",FALSE
"Now, in the House of Representatives, we have 40 different jobs bills that have passed and almost all of them have been bipartisan.",FALSE
"Sheila Jackson Lee of Texas said: Hey, all you wrinkly, white-aged has-beens: Its time for you to die and let the next generation have your spot on the planet.",FALSE
"Republican (small business tax cut) bill spends $80 million for better Google searches, not job creation",FALSE
A 2013 state law would allow the operator of an iron ore mine in northern Wisconsin to fill in pristine streams and ponds with mine waste.,TRUE
America is one of the highest-taxed nations in the world.,FALSE
"If black America were a country, itd be the 15th wealthiest nation in the world.",FALSE
"Since Republicans took over after the 2010 election, the graduation rate in Wisconsin has gone from 86 percent to 88 percent. The black graduation rate has gone from 60 percent to 65 percent. The Latino graduation rate has gone from 65 percent to 71 percent.",TRUE
"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows.",FALSE
2008 was the deadliest year of the war (in Afghanistan) for American forces.,TRUE
"Florida teachers are ""already paid $5,000 below the national average.""",TRUE
"Since Rick Perry became governor, Texas has gone from 46th in the country to 50th in the population that graduates from high school.",TRUE
Says Amanda Fritz manages less than 5 percent of city operations.,TRUE
The streetcar project planned by Mayor Tom Barrett would be a 1900s style trolley.,TRUE
"Americans, in the last 30 years, have more than doubled the amount of money we are spending per child (on education) and the results have gotten worse, not better.",TRUE
Polls show that Floridians dont want to repeal the Affordable Care Act.,FALSE
Says Congressman Bill Pascrell voted to remove the public option from the Affordable Health Care Act.,FALSE
"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",TRUE
Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.,FALSE
On offshore drilling for energy,TRUE
"Under a proposed medical marijuana amendment in Florida, you dont get refills -- you get it forever.",FALSE
"A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""",FALSE
"Enacting the Right-to-Carry Act would amount to expanding the rights of sex offenders, terrorists, child predators, and abusers to carry concealed weapons across state lines.",TRUE
I haven't missed a vote since 1993.,TRUE
Says the treasurers office has saved $37 million in management costs for the oversight of public investments.,FALSE
Says Georgia will send more state money per child to state charter schools and that budget cuts are not applied to those charter schools.,TRUE
Jorge Elorza wants to impose a municipal income tax.,FALSE
The Supreme Court cant overrule the other two branchesof government.,FALSE
Roughly 25% of RI has a criminal record,FALSE
"Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.",TRUE
"As governor of Arkansas, I cut taxes and fees almost 100 times, saving the taxpayers almost $380-million. I left a surplus of nearly $850-million.",TRUE
I havent raised taxes in the time Ive been the governor of New Jersey.,TRUE
Massachusetts public schools teach kids as young as kindergartners about gay marriage.,FALSE
I'm probably one of the four or five best-known Americans in the world.,FALSE
We are accepting more legal immigrants than we ever have in the history (of the United States.),FALSE
Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure.,TRUE
Six people in Florida die as a result of (not expanding Medicaid) every day.,TRUE
Gov. Maggie Hassans budget proposal raises taxes on small businesses and increases taxes and fees by $100 million.,TRUE
Only in Washington would politicians spend $27 million to teach Moroccans how to make pottery.,FALSE
"Hillary Clinton ""starts off with 47 percent of the country against her.""",TRUE
SaysRand Paulhas put out budgets to cut the military in half.,FALSE
Groups that receive foreign money are spending huge sums to influence American elections.,TRUE
Says legislative cuts mean Texas is spending on average $500 less per student.,TRUE
"[A]t his current rate, President Obama will have added more debt to the United State of America by the end of his first term than each of the previous 43 presidents -- combined!",TRUE
We know that Saudi Arabia started al-Qaida.,TRUE
Says Williamson County Attorney Jana Duty has never prosecuted a single adult felony case.,TRUE
"The fundraising numbers are in, and our grassroots support is unmatched!",FALSE
Issue 2 makes it illegal for us to negotiate for enough firefighters to do the job.,TRUE
"Says although the unemployment rate seems to be improving, it does not reflect real job creation -- its caused by a shrinking of the actual labor force.",TRUE
Gov. Scott Walker hired convicted Assembly Speaker Scott Jensen to oversee a raid on the state employee retirement system to help balance the state budget.,FALSE
"Obama voted ""to cut off funding for our American troops on the battlefield.""",FALSE
"In general, it appears Wisconsins right to work bill would likely apply to the Green Bay Packers players and their union.",TRUE
"The so-called defense minister of the Peoples Republic of Donetsk ... actually posted a bragging social media posting of having shot down a military transport. And then when it became apparent it was civilian, they pulled it down from social media.",TRUE
Democrats are kind of falling over each other seeing who can raise taxes faster. It looks like they're going to raise taxes anywhere between 20 to 30 percent.,TRUE
"Right now one of our highest job growth sectors is Leisure and Hospitality. Weve added jobs that mostly fall within the restaurant and bar sector industry. These are not high-paying jobs, as the U.S. Department of Labor estimates this is an industry sector with the lowest average wages and the lowest proportion of its workforce earning minimum or subminimum wage jobs.",TRUE
"Gov. Scott Walker bought 80 new, brand-new vehicles for the state that we probably dont need.",FALSE
"Says he passed eight measures, including ones to prevent groping at airport security checks and to bar sanctuary cities in Texas.",TRUE
Its gotten to a point where the average federal worker makes twice as much as the average private sector worker.,FALSE
These 15 political appointees (on the IPAB) will make all the major health care decisions for over 300 million Americans.,FALSE
Says stores will be barred from selling 100-watt light bulbs as of 2012.,FALSE
"Before our last three presidents, you have to go back to the 1800s, early 1800s to find three presidents in a row being consecutively re-elected.",TRUE
Jason Carter supports using Georgia tax dollars to promote Obamacare,FALSE
"The most recent Associated Press poll has Nader-Gonzalez at 6 percent, without any national coverage, against McCain and Obama.",TRUE
"Dan Patrick said that if women get paid less than a man for the same job, that thats not a problem.",TRUE
"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.",TRUE
"There have even been Republican congressmen who have said, If you give us more money we dont know where we would even put additional Border Patrol agents.",FALSE
"Today, for the first time in fifteen years, Master Locks unionized plant in Milwaukee is running at full capacity.",TRUE
Tom Reed has actually voted for every single trade deal that has ever come before him in any form.,TRUE
"ISIS camp a few miles from Texas, Mexican authorities confirm.",FALSE
New federal projections estimate that the health care overhaul will cost $1.76 trillion over 10 years -- well above the $940 billion Democrats originally claimed.,FALSE
Say New Jersey Reps. Donald Payne and Frank Pallone are socialists who are openly serving in the U.S. Congress.,FALSE
The unemployment rate may be as high as 42 percent.,FALSE
"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.",TRUE
Social Security is indeed a Ponzi scheme.,FALSE
"Says Scott Walker brags a lot about having an independent agency investigate police shootings. Of course, he didnt fund it.",FALSE
What the Arizona law does is make a state crime out of something that already is... a federal crime.,TRUE
"When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: Yeah, were open.",FALSE
"In Miami-Dade County, we spend at our school system over $20 million every year educating recent immigrants.",TRUE
The omnibus bill has only $3.8 billion in earmarks.,FALSE
Trump proposed enacting the largest tax increase in American history.,TRUE
"Senator McCain has been talking tough about earmarks, and that's good, but earmarks account for about $18-billion of our budget.",TRUE
"Kim Myers voted repeatedly to raise taxes on the people of Broome County, but made millions off of tax savings when her family business relocated its headquarters.",TRUE
"Californias Prop 60, which would requirecondom usein adult films, would put workers in the adult film industry at riskfor lawsuits and harassment.",TRUE
We pay among the highest tolls in the nation for the privilege of crossing that bridge.,TRUE
"Sens. Isaksons, Chambliss Votes Against Unemployment Insurance Were Votes to Kill Nearly 6,000 Georgia Jobs.",TRUE
Says real estate taxes were put in place to pay for Obamacare.,FALSE
Says today unemployment has been running near 12 percent or more for the last four years and the Legislature hasnt done much to lower it.,TRUE
Says Kay Bailey Hutchison voted for sanctuary cities.,FALSE
John Mica voted to borrow $10 trillion.,TRUE
Says opponent Mary Burke told reporters she would have required workers to give up bargained-for healthcare and retirement benefits like Gov. Walker.,FALSE
"McCain ""hired some of the biggest lobbyists in Washington to run his campaign.""",TRUE
We do not want to raise anybodys tax rates. Thats never been on the table.,FALSE
"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.",TRUE
"This is the first time a party has picked up multiple seats during a regular election since the mid 1980s, making this the largest majority of any party in more than 25 years.",TRUE
John wasn't this raging populist four years ago when he ran for president.,FALSE
House Republicans who complained they didnt have enough time to consider a constitutional ban against oil drilling shoved through a proposal in just a few days to open state waters to oil drilling.,TRUE
Says no one from the Bush family attended the 2012 Republican National Convention and there was no President Bush at the 2008 convention.,FALSE
Crime is rising.,FALSE
"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.",TRUE
Weve got a personal tax system thats so complicated it costs Americans about $500 billion a year to comply with the current tax code.,FALSE
"Says a Portland school gives Muslim students their own school provided prayer room, prayer rugs, and lets them out of class five times a day to pray to Allah.",FALSE
"(Texas Republicans) believe in abolishing Social Security, abolishing V.A. health care.",FALSE
The bulk of the people who are shot with a weapon other than these drug gangs taking on one another end up being shot with their own weapon.,TRUE
"In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.",FALSE
Salaries for URI faculty are second to last among New England land grant universities and in lowest 20 percent of major U.S. research institutions,TRUE
Says Miami Congressman Carlos Curbelo supports drilling offshore and repeatedly voted against President Obamas ability to fight pollution and combat climate change.,FALSE
"When President, then candidate, Obama was asked to disclose some of his donors because there was suspicion of their being the foreign source of money into his campaign, they refused to do it.",FALSE
Oregon is the only state out of the 50 states in the USA that continues to pay 100% of the medical benefits for its employees and their families.,FALSE
You wonder why you dont see Rand Paul as much; hes still shopping for his billionaire. Hes like the only one who hasnt found a billionaire to fund his super PAC.,FALSE
"Says Donald Trump cashed in on Sept. 11,collecting $150,000 in federal funds intended to help small businesses recover even though days after the attack Trump said his properties were not affected.",TRUE
"Three years ago, a newly elected President Obama told America that if Congress approved his plan to borrow nearly a trillion dollars, he would hold unemployment below 8 percent.",FALSE
An independent payment advisory board created by in the health care reform law is like a Medicare IRS with the power to cut Medicare in order to pay for new government programs.,FALSE
The Mitchell Park Domes lose about $1 million-plus every year and the number of people going to the Domes has been going down.,FALSE
"Under a bill before the legislature, youd have to go to court to fire an employee.",FALSE
There is little if any evidence that the use of red light cameras in New Jersey has reduced the number or severity of accidents at the intersections where they are used.,TRUE
"In the entire public school system in Camden last year, only three students graduated college ready.",TRUE
"Says nearly 29,000 Oregonians almost 5 percent of all homeowners are 90 days or more delinquent on their mortgage.",TRUE
"Under the Hate Crimes bill, ""any pastor, preacher, priest, rabbi or imam who gives a sermon out of their moral traditions about sexual practices could be found guilty of a federal crime.""",FALSE
This is what President Obama said the jobless rate would be if we passed the stimulus: 5.6 percent.,FALSE
George Allen and his colleagues in the Senate turned the biggest surplus in the history of the United States into the biggest deficit in the history of the United States.,TRUE
Says President Obama has cracked down on employers who are attracting undocumented immigrants and hiring them more than any previous president.,TRUE
Says Newt Gingrich made an affirmative statement that he would not only support but he would campaign for Republicans who were in support of the barbaric procedure known as partial-birth abortion.,TRUE
U.S. global AIDS spending helped reduce political instability and violence by 40 percent in recipient nations.,FALSE
"I told the Congress 'thanks, but no thanks,' on that Bridge to Nowhere.",TRUE
The actual (construction) contracts that weve awarded to date have come in several hundred million dollars below estimates.,TRUE
"State school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.",TRUE
Unemployment has fallen from 10 percent during the presidents first year in office to 8.5 percent today.,TRUE
"American voters remain steadfast in their support for immigration reform with a path to citizenship, with more than 70 percent who want to see reform passed this year.",TRUE
There were more people on welfare than working in 2013.,FALSE
"Says Tammy Baldwin introduced a bill that would require doctors and other health care workers to ask patients, including young children, whether they are gay, lesbian, bisexual, or if they know their gender identity.",FALSE
Says State Rep. Kristi Thibaut was an ACORN lobbyist.,TRUE
Atlanta is the No. 1 trading point for sexual slavery in America. Between 100 and 200 girls are sold into slavery in Atlanta every month.,TRUE
"According to a national survey, transit ridership among people age 16 to 34 increased 40 percent between 2001 and 2009.",TRUE
"In fiscal year 2011-2012, 4,191 abortions were paid for by taxpayers via the Oregon Health Plan.",TRUE
Any legislative action that is taken now could very well be rendered completely null and void by the decision of the Supreme Court expected this June.,FALSE
Im the only (Republican)candidate that has actually reduced the size of government.,TRUE
"After how hard you work and how much you pay in taxes, New York City ends up getting the money. Im Chris Jacobs. I think its time we have someone in Albany thats making sure our region gets our fair share",FALSE
Amazing fact: Senate has already voted on more amendments in 2015 than Reid allowed ALL YEAR last year.,TRUE
Says state Supreme Court candidate Joe Donald twice supported incumbent Justice Rebecca Bradley.,TRUE
"One out of every four students fails to earn a high school diploma. In our major cities across America, half of our kids dont graduate.",TRUE
There were 36 states where Republicans who were in charge refused to implement a state (health insurance) exchange.,FALSE
"Says a tweet he sent out wasnt saying, check out a sex tape. It was just take a look at the background of Alicia Machado.",FALSE
Aphotograph of 21-year-old Hillary Clinton featured a Confederate battle flag in the background.,FALSE
Texas leads the nation in the percentage of residents without health insurance.,TRUE
This administration and this Congress have been systematically cutting funding to border security since the Democrats took control.,FALSE
A new college tuition reciprocity agreement with Minnesota makes college education more affordable for Wisconsin residents.,FALSE
Says Cory Booker supports late-term and partial-birth abortion and opposes safety regulations.,TRUE
Mitt Romney is the first major party candidate for president of the United States in modern times not to release at least 12 years of tax returns.,FALSE
"In the month of July alone, EU exports to South Korea increased by over 36 percent. A lot of that is our market share. Those are our farmers and our service providers who are suffering.",TRUE
"Gov. Rick Perry spent over a million dollars on D.C. lobbyists asking for more federal money and lives in a luxury house that costs taxpayers $10,000 a month.",TRUE
"As Virginia lost over 65,000 jobs, (Tim) Kaine put partisan ambitions first by serving as DNC chairman during the last year of his governorship.",TRUE
The DNC says McCain flip-flopped on whether the Iraq War would be easy.,TRUE
Says Ohio law gives tax breaks to rich people who own private jets.,TRUE
"Says Zack Space voted for budgets and debt, energy taxes and the stimulus, and we still lost more than 2.5 million jobs.",TRUE
Says Paul Ryans budget plan ends Medicare.,FALSE
"In every ethics case that has resulted in a formal sanction, theres been an investigative subcommittee thats been established first.",TRUE
Says New Hampshire has the third-highest property tax in the country.,TRUE
"Obama's tax plan cuts taxes ""for 95 percent of all working families.""",TRUE
Says Colorado Democraticcongressional candidate MorganCarroll racked up $11 billion in new spending in the state Legislature.,FALSE
59 percent of Americans today believe that Barack Obama is still a Muslim.,FALSE
Carol Shea-Porter wants to increase taxes on small business and job creators.,FALSE
"People were hopeless. Sixty percent of the population, 70 percent of the population wanted to live somewhere else. . . . By the time I left, 70 percent wanted to stay.",FALSE
A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.,TRUE
On whether the United States should intervene in Libya.,FALSE
99.97 percent of the kids live in poverty that attend Cleveland public schools.,TRUE
"John Kitzhaber created 128,000 new jobs while governor.",TRUE
Says Texas ranks 49th nationally in what we are doing to support our per-pupil investment in education in the state.,TRUE
"Despite keeping distance from national media interviewers, I did local press all along, the last three months.",FALSE
"What we said was, you can keep (your plan) if it hasnt changed since the law passed.",FALSE
"In 2006, Bernie Sanders voted in the House with hard-line Republicans for indefinite detention for undocumented immigrants, and then he sided with those Republicans to stand with vigilantes known as Minutemen who were taking up outposts along the border to hunt down immigrants.",TRUE
"Says Florida didnt offer special incentives to Deutsche Bank, which announced it will add 300 jobs in Florida.",FALSE
Says she was the first in her family to go to a four-year college.,FALSE
"There was a Gallup poll in Egypt last year, and 70 percent of Egyptians dont want our money.",TRUE
"The truth of the matter is that during my administration, the FBI's crime statistics show that violent crime was reduced in Massachusetts by 7 percent.",TRUE
"Scott Maddox has run ""losing campaigns for 3 of Florida's 4 available cabinet positions.""",FALSE
Americans spend 6.1 billion hours a year on tax preparation.,TRUE
The budget I managed at the Department of Education was more than $60 million.,TRUE
"We are now, for the first time ever, energy independent.",FALSE
"Last year, Exxon pocketed nearly $4.7 million every hour.",TRUE
"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",TRUE
"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",FALSE
"Right now, 50 percent of Florida students leaving high school cannot read at grade level.",TRUE
Says Republican Sen. John McCain won more votes for president in Cuyahoga County in the 2008 general election than he did in seven states.,TRUE
Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).,FALSE
Youre in more trouble if you leave your pet in the car than if you leave your child in the car.,TRUE
SaysPeter Kilmartin voted in favor of expanding the good behavior statute to sex offenders.,FALSE
On letting Occupy Atlanta protesters stay in Woodruff Park.,TRUE
What I have put forward does not add a penny to the debt.,TRUE
"There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.",TRUE
"In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year.",TRUE
"On Lee Fishers watch, almost nine out of 10 jobs that Ohio lost were lost to other states, not to other countries.",TRUE
Every president has raised the debt ceiling.,TRUE
Limiting labor negotiations to only wages is how it is for the most part in the private sector.,FALSE
"Says on contraception, his plan is cheaper and easier for you than Sen. Mark Udalls",FALSE
The states have always defined marriage.,TRUE
"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.",FALSE
"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",TRUE
"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.",TRUE
Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,TRUE
State government spending will be increase 10.7 percent this year.,FALSE
Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,FALSE
The FCCs net neutrality policy includes whatis essentially a massive tax increase.,TRUE
The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,TRUE
"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.",FALSE
More people die from medical misadventures than firearm accidents nationally and in Florida.,TRUE
"When we took office, let me remind you, there was virtually no international pressure on Iran.",FALSE
The minimum wage is mostly an entry-level wage for young people.,TRUE
Says six studies verify that the math adds up for Mitt Romneys tax plan.,FALSE
"In the United States, weve had 12 years in a row of wages declining.",TRUE
Charlie Crist has six different positions on ObamaCare.,TRUE
"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",TRUE
"As governor, I've stood up to ... the big oil companies.",TRUE
"This year, were off to our best private-sector jobs growth since 1999.",TRUE
"Says abortion doctors are flying into this state, performing abortions and flying out.",FALSE
Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,TRUE
There have been at least 100 shootings each year [Angel Taveras] has been mayor of Providence.,TRUE
Maurice Ferre says Kendrick Meek has voted 98.6 percent of the time with the Democrat party.,TRUE
Weve created more jobs in the United States than every other advanced economy combined since I came into office.,TRUE
One in four inmates is an illegal immigrant.,FALSE
Wisconsin is dead last in income growth among midwestern states during Gov. Scott Walkers term.,TRUE
"A three-cents-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.",FALSE
I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,TRUE
Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,FALSE
"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.",FALSE
On repeal of Wisconsins smoking ban,FALSE
Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,TRUE
"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.",TRUE
"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.",TRUE
Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,FALSE
President Obama in November of last year wiped away (a program) that allows for shared fingerprinting for those who are behind bars so you know who is here legally and illegally.,TRUE
"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",TRUE
Says 51 percent of federal tax filers paid zero federal income tax.,TRUE
"Because of the 2011 debt ceiling fight, the stock market lost 2,000 points.",TRUE
"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.",FALSE
"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.",FALSE
I would be the first Republican senator elected in New Jersey in 41 years.,TRUE
Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,TRUE
"Says unions take away hard-earned money of teachers, firefighters and police officers to play politics.",FALSE
President Bush never did one interview with the New York Times during his entire presidency.,FALSE
"14,000 Americans . . . lose their health insurance every single day.",TRUE
"Mr. Trump is self-financing his campaign, so we dont have any donors.",FALSE
"Nearly 2,000 high schools - roughly 12 percent of all secondary schools in the United States - produce about half of the nations dropouts.",TRUE
"Embryonic stem cell research is at a dead end, with no one good example of a successful treatment.",FALSE
The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,TRUE
"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.",FALSE
Says Libya Ambassador (Christopher) Stevens sent 600 requests for help in Benghazi.,FALSE
The Affordable Care Act is bringing the cost of health care in our country down.,TRUE
Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,TRUE
"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.",TRUE
"As the usage [of synthetic marijuana] has dramatically increased, instances of violence, bodily harm and even death have risen with it.",TRUE
"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",TRUE
The Providence teacher contract is one of the longest in the country.,FALSE
"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.",TRUE
Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,FALSE
The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,TRUE
Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,TRUE
"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.",TRUE
The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,TRUE
Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,TRUE
Vietnamese is the third most commonly spoken language in Texas.,TRUE
"What we have now is the most generous, in my opinion, good time bill in the entire United States.",FALSE
There is no Plan B if the transportation referendum is not passed by voters.,FALSE
"Barack Obama wrote a thesis at Columbia University in which he criticized ""plutocratic thugs"" and said the Constitution gave Americans ""the shackles of hypocrisy.""",FALSE
"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",FALSE
"The most likely triggering cause of (microcephaly) is the DTaP shot, a vaccine that had been recently mandated by the Brazilian government to be injected into pregnant women.",FALSE
Our economy still has three people looking for every job (opening).,TRUE
Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,TRUE
Democrats have lost more than 900 state legislators since Barack Obama has been president.,TRUE
"Carly Fiorina, shes against banning assault weapons.",TRUE
"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.",FALSE
"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.",TRUE
"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",TRUE
If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,FALSE
"Before the terrorist attacks in Benghazi, the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya.",TRUE
Failure to raise the debt limit does not force a U.S. default on debt payments.,TRUE
Democrats in the Legislature in 2009 voted for various pork projects including a $5 million scoreboard for the Milwaukee Bucks.,FALSE
Says Donald Trump has defended World War II internment camps.,TRUE
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,TRUE
"In 1999, the NRA leadership in Washington, pretty much the same people intact, were for (expanded background checks.)",TRUE
Turkey is an Arab country.,FALSE
Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,FALSE
The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,TRUE
Says Lee Leffingwell raised property taxes 20 percent in three years.,TRUE
Accuses President Barack Obama of making contradictory claims about efforts to kill Osama bin Laden in 2008 and 2011.,FALSE
"8 years of the Clintons, major losses for Democrats across the nation.",TRUE
92 percent of the jobs lost during Barack Obamas first term belonged to women.,FALSE
Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,TRUE
